Flag,Phrase,FlagName,CategoryNumber,ID,RequiredFlags,IncompatibleStatus,IncompatibleUsage,RelatedFlag,RequiredDifficulty,Mandatory,CategoryName,CategoryTextTag,LayerType,ToyUsed,RequiredStatus,RequiresReadyStep,InteractionDefault,UrgeDisabled,MinimumTime,Kink,BasePleasureIntensity,LayerPleasureIntensity
FootjobVariantRub,<b>rub</b>,Footjob,3,3,"Footjob, Service Toy",FeetBusy,,,,,Variant,[INTERACTFOOTJOB],"Service, Feet",[SERVICETOY],,Yes,Yes,,,60,-1,2
FootjobVariantFuck,<b>get fucked by</b>,Footjob,3,4,"Footjob, Service Toy",FeetBusy,,,,,Variant,[INTERACTFOOTJOB],"Service, Feet",[SERVICETOY],,Yes,Yes,,,60,-1,3
FootjobDepthDefault,[ITS/YOUR/DOMNAME] <b>[SERVICETOY]</b>,Footjob,4,0,"Footjob, Service Toy",FeetBusy,,,,M,Depth,[INTERACTFOOTJOB],"Service, Feet",[SERVICETOY],,Yes,Yes,,,60,-1,-1
FootjobDepthAll,[ITS/YOUR/DOMNAME] <b>[SERVICETOY]</b>,Footjob,4,1,"Footjob, Service Toy",FeetBusy,,,,,Depth,[INTERACTFOOTJOB],"Service, Feet",[SERVICETOY],,Yes,Yes,,,60,-1,2
FootjobDepthHead,the <b>head</b> of [ITS/YOUR/DOMNAME] <b>[SERVICETOY]</b>,Footjob,4,2,"Footjob, Service Toy",FeetBusy,,,,,Depth,[INTERACTFOOTJOB],"Service, Feet",[SERVICETOY],,Yes,Yes,,,60,-1,1
FootjobDepthShaft,the <b>shaft</b> of [ITS/YOUR/DOMNAME] <b>[SERVICETOY]</b>,Footjob,4,3,"Footjob, Service Toy",FeetBusy,,,,,Depth,[INTERACTFOOTJOB],"Service, Feet",[SERVICETOY],,Yes,Yes,,,60,-1,1
FootjobDepthFullLength,the <b>full length</b> of [ITS/YOUR/DOMNAME] <b>[SERVICETOY]</b>,Footjob,4,4,"Footjob, Service Toy",FeetBusy,,,,,Depth,[INTERACTFOOTJOB],"Service, Feet",[SERVICETOY],,Yes,Yes,,,60,-1,2
FootjobDepthSuccDickAll,<b>[NAMEREPLACEMENT/DOMNAME]'s dick</b>,Footjob,4,5,"Footjob, Service Toy",FeetBusy,,,,,Depth,[INTERACTFOOTJOB],"Service, Feet",[SERVICETOY],,Yes,,,,60,-1,2
FootjobDepthSuccDickHead,the <b>head</b> of <b>[NAMEREPLACEMENT/DOMNAME]'s dick</b>,Footjob,4,6,"Footjob, Service Toy",FeetBusy,,,,,Depth,[INTERACTFOOTJOB],"Service, Feet",[SERVICETOY],,Yes,,,,60,-1,1
FootjobDepthSuccDickShaft,the <b>shaft</b> of <b>[NAMEREPLACEMENT/DOMNAME]'s dick</b>,Footjob,4,7,"Footjob, Service Toy",FeetBusy,,,,,Depth,[INTERACTFOOTJOB],"Service, Feet",[SERVICETOY],,Yes,,,,60,-1,1
FootjobDepthSuccDickFullLength,the <b>full length</b> of <b>[NAMEREPLACEMENT/DOMNAME]'s dick</b>,Footjob,4,8,"Footjob, Service Toy",FeetBusy,,,,,Depth,[INTERACTFOOTJOB],"Service, Feet",[SERVICETOY],,Yes,,,,60,-1,2
FootjobDepthSuccStraponAll,<b>[NAMEREPLACEMENT/DOMNAME]'s strap-on</b>,Footjob,4,9,"Footjob, Service Toy",FeetBusy,,,,,Depth,[INTERACTFOOTJOB],"Service, Feet",[SERVICETOY],,Yes,,,,60,-1,2
FootjobDepthSuccStraponHead,the <b>head</b> of <b>[NAMEREPLACEMENT/DOMNAME]'s strap-on</b>,Footjob,4,10,"Footjob, Service Toy",FeetBusy,,,,,Depth,[INTERACTFOOTJOB],"Service, Feet",[SERVICETOY],,Yes,,,,60,-1,1
FootjobDepthSuccStraponShaft,the <b>shaft</b> of <b>[NAMEREPLACEMENT/DOMNAME]'s strap-on</b>,Footjob,4,11,"Footjob, Service Toy",FeetBusy,,,,,Depth,[INTERACTFOOTJOB],"Service, Feet",[SERVICETOY],,Yes,,,,60,-1,1
FootjobDepthSuccStraponFullLength,the <b>full length</b> of <b>[NAMEREPLACEMENT/DOMNAME]'s strap-on</b>,Footjob,4,12,"Footjob, Service Toy",FeetBusy,,,,,Depth,[INTERACTFOOTJOB],"Service, Feet",[SERVICETOY],,Yes,,,,60,-1,2
PitjobSpeedDefault,,Pitjob,1,0,"Pitjob, Service Toy",,,,,,Speed,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,Yes,,,60,-1,-1
PitjobSpeedFast,<b>quickly</b>,Pitjob,1,1,"Pitjob, Service Toy",,,,,,Speed,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,Yes,,,60,-1,3
PitjobSpeedSlow,<b>slowly</b>,Pitjob,1,2,"Pitjob, Service Toy",,,,,,Speed,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,Yes,,,60,-1,0
PitjobVariantDefault,give a <b>Pitjob</b> to,Pitjob,2,0,"Pitjob, Service Toy",,,,,M,Variant,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,Yes,,,60,-1,-1
PitjobVariantGeneric,give a <b>Pitjob</b> to,Pitjob,2,1,"Pitjob, Service Toy",,,,,,Variant,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,Yes,,,60,-1,2
PitjobVariantSqueezeAround,<b>squeeze [ITS/YOUR/THEIR] armpit</b> around,Pitjob,2,2,"Pitjob, Service Toy",,,,,,Variant,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,Yes,,,60,-1,1
PitjobVariantRubTogether,<b>rub [ITS/YOUR/THEIR] armpit</b> against,Pitjob,2,3,"Pitjob, Service Toy",,,,,,Variant,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,Yes,,,60,-1,1
PitjobVariantSqueezeStroke,<b>squeeze [ITS/YOUR/THEIR] armpit</b> around and <b>stroke</b>,Pitjob,2,4,"Pitjob, Service Toy",,,,,,Variant,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,Yes,,,60,-1,2
PitjobVariantRubStroke,<b>rub [ITS/YOUR/THEIR] armpit</b> against and <b>stroke</b>,Pitjob,2,5,"Pitjob, Service Toy",,,,,,Variant,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,Yes,,,60,-1,2
PitjobVariantFuck,<b>fuck [ITS/YOUR/THEIR] armpit</b> with,Pitjob,2,6,"Pitjob, Service Toy",,,,,,Variant,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,Yes,,,60,-1,3
PitjobDepthDefault,[ITS/YOUR/DOMNAME] <b>[SERVICETOY]</b>,Pitjob,3,0,"Pitjob, Service Toy",,,,,M,Depth,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,Yes,,,60,-1,-1
PitjobDepthAll,[ITS/YOUR/DOMNAME] <b>[SERVICETOY]</b>,Pitjob,3,1,"Pitjob, Service Toy",,,,,,Depth,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,Yes,,,60,-1,2
PitjobDepthHead,the <b>head</b> of [ITS/YOUR/DOMNAME] <b>[SERVICETOY]</b>,Pitjob,3,2,"Pitjob, Service Toy",,,,,,Depth,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,Yes,,,60,-1,1
PitjobDepthShaft,the <b>shaft</b> of [ITS/YOUR/DOMNAME] <b>[SERVICETOY]</b>,Pitjob,3,3,"Pitjob, Service Toy",,,,,,Depth,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,Yes,,,60,-1,1
PitjobDepthFullLength,the <b>full length</b> of [ITS/YOUR/DOMNAME] <b>[SERVICETOY]</b>,Pitjob,3,4,"Pitjob, Service Toy",,,,,,Depth,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,Yes,,,60,-1,2
PitjobDepthSuccDickAll,<b>[NAMEREPLACEMENT/DOMNAME]'s dick</b>,Pitjob,3,5,"Pitjob, Service Toy",,,,,,Depth,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,,,,60,-1,2
PitjobDepthSuccDickHead,the <b>head</b> of <b>[NAMEREPLACEMENT/DOMNAME]'s dick</b>,Pitjob,3,6,"Pitjob, Service Toy",,,,,,Depth,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,,,,60,-1,1
PitjobDepthSuccDickShaft,the <b>shaft</b> of <b>[NAMEREPLACEMENT/DOMNAME]'s dick</b>,Pitjob,3,7,"Pitjob, Service Toy",,,,,,Depth,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,,,,60,-1,1
PitjobDepthSuccDickFullLength,the <b>full length</b> of <b>[NAMEREPLACEMENT/DOMNAME]'s dick</b>,Pitjob,3,8,"Pitjob, Service Toy",,,,,,Depth,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,,,,60,-1,2
PitjobDepthSuccStraponAll,<b>[NAMEREPLACEMENT/DOMNAME]'s strap-on</b>,Pitjob,3,9,"Pitjob, Service Toy",,,,,,Depth,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,,,,60,-1,2
PitjobDepthSuccStraponHead,the <b>head</b> of <b>[NAMEREPLACEMENT/DOMNAME]'s strap-on</b>,Pitjob,3,10,"Pitjob, Service Toy",,,,,,Depth,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,,,,60,-1,1
PitjobDepthSuccStraponShaft,the <b>shaft</b> of <b>[NAMEREPLACEMENT/DOMNAME]'s strap-on</b>,Pitjob,3,11,"Pitjob, Service Toy",,,,,,Depth,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,,,,60,-1,1
PitjobDepthSuccStraponFullLength,the <b>full length</b> of <b>[NAMEREPLACEMENT/DOMNAME]'s strap-on</b>,Pitjob,3,12,"Pitjob, Service Toy",,,,,,Depth,[INTERACTPITJOB],Service,[SERVICETOY],,Yes,,,,60,-1,2
TaintSpeedDefault,,Taint,1,0,Taint,,,,,,Speed,[INTERACTTAINT],Taint,,,,Yes,,,40,-1,-1
TaintSpeedFast,<b>quickly</b>,Taint,1,1,Taint,,,,,,Speed,[INTERACTTAINT],Taint,,,,Yes,,,40,-1,3
TaintSpeedSlow,<b>slowly</b>,Taint,1,2,Taint,,,,,,Speed,[INTERACTTAINT],Taint,,,,Yes,,,40,-1,0
TaintVariantDefault,<b>rub</b> [ITS/YOUR/SUBNAME] <b>taint</b>,Taint,2,0,Taint,,Taint,,,M,Variant,[INTERACTTAINT],Taint,,,,Yes,,,40,-1,-1
TaintVariantGeneric,<b>rub</b> [ITS/YOUR/SUBNAME] <b>taint</b>,Taint,2,1,Taint,,Taint,,,,Variant,[INTERACTTAINT],Taint,,,,Yes,,,40,-1,2
TaintVariantBackAndForth,<b>rub</b> [ITS/YOUR/SUBNAME] <b>taint back and forth</b>,Taint,2,2,Taint,,Taint,,,,Variant,[INTERACTTAINT],Taint,,,,Yes,,,40,-1,2
TaintVariantInCircles,<b>rub</b> [ITS/YOUR/SUBNAME] <b>taint in circles</b>,Taint,2,3,Taint,,Taint,,,,Variant,[INTERACTTAINT],Taint,,,,Yes,,,40,-1,2
TaintVariantMassage,<b>massage</b> [ITS/YOUR/SUBNAME] <b>taint</b>,Taint,2,4,Taint,,Taint,,,,Variant,[INTERACTTAINT],Taint,,,,Yes,,,40,-1,1
TaintVariantTickle,<b>tickle</b> [ITS/YOUR/SUBNAME] <b>taint</b>,Taint,2,5,Taint,,Taint,,,,Variant,[INTERACTTAINT],Taint,,,,Yes,,,40,-1,1
TaintVariantStroke,<b>stroke</b> [ITS/YOUR/SUBNAME] <b>taint</b>,Taint,2,6,Taint,,Taint,,,,Variant,[INTERACTTAINT],Taint,,,,Yes,,,40,-1,2
TaintVariantPressOn,<b>press on</b> [ITS/YOUR/SUBNAME] <b>taint</b>,Taint,2,7,Taint,,Taint,,,,Variant,[INTERACTTAINT],Taint,,,,Yes,,,40,-1,0
TaintPressureDefault,,Taint,3,0,Taint,,,,,,Pressure,[INTERACTTAINT],Taint,,,,Yes,,,40,-1,-1
TaintPressureLight,<b>lightly</b>,Taint,3,1,Taint,,,,,,Pressure,[INTERACTTAINT],Taint,,,,Yes,,,40,-1,1
TaintPressureHard,<b>firmly</b>,Taint,3,2,Taint,,,,,,Pressure,[INTERACTTAINT],Taint,,,,Yes,,,40,-1,3
HumpingSpeedDefault,,Humping,1,0,Humping,,,,,,Speed,[INTERACTHUMPING],Humping,,,Yes,Yes,UrgeDisabled,,40,-1,-1
HumpingSpeedFast,<b>quickly</b>,Humping,1,1,Humping,,,,,,Speed,[INTERACTHUMPING],Humping,,,Yes,Yes,UrgeDisabled,,40,3,3
HumpingSpeedSlow,<b>slowly</b>,Humping,1,2,Humping,,,,,,Speed,[INTERACTHUMPING],Humping,,,Yes,Yes,UrgeDisabled,,40,0,0
HumpingObjectDefault,<b>hump</b> [ITS/YOUR/DOMNAME] <b>hand</b>,Humping,2,0,Humping,,,[HAND],,M,Object,[INTERACTHUMPING],Humping,,,Yes,Yes,UrgeDisabled,15,40,-1,-1
HumpingObjectGeneric,<b>hump</b> [ITS/YOUR/DOMNAME] <b>hand</b>,Humping,2,1,Humping,,,[HAND],,,Object,[INTERACTHUMPING],Humping,,,Yes,Yes,UrgeDisabled,15,40,3,3
HumpingObjectSurface,<b>hump</b> <b>a nearby surface</b>,Humping,2,2,Humping,,,[HAND],,,Object,[INTERACTHUMPING],Humping,,,Yes,Yes,UrgeDisabled,30,40,2,2
HumpingObjectFurniture,<b>hump</b> <b>a nearby piece of furniture</b>,Humping,2,3,Humping,,,[HAND],,,Object,[INTERACTHUMPING],Humping,,,Yes,Yes,UrgeDisabled,30,40,1,1
HumpingObjectSoftObject,<b>hump</b> <b>a nearby soft object</b>,Humping,2,4,Humping,,,[HAND],,,Object,[INTERACTHUMPING],Humping,,,Yes,Yes,UrgeDisabled,30,40,1,1
HumpingObjectPillow,<b>hump</b> [ITS/YOUR/THEIR] <b>pillow</b>,Humping,2,5,Humping,,,[BED],,,Object,[INTERACTHUMPING],Humping,,,Yes,,UrgeDisabled,30,40,3,3
HumpingObjectBed,<b>hump</b> [ITS/YOUR/THEIR] <b>bed</b>,Humping,2,6,Humping,,,[BED],,,Object,[INTERACTHUMPING],Humping,,,Yes,,UrgeDisabled,30,40,2,2
HumpingObjectChair,<b>hump</b> [ITS/YOUR/THEIR] <b>chair</b>,Humping,2,7,Humping,,,[CHAIR],,,Object,[INTERACTHUMPING],Humping,,,Yes,,UrgeDisabled,30,40,1,1
HumpingObjectCouch,<b>hump</b> [ITS/YOUR/THEIR] <b>couch</b>,Humping,2,8,Humping,,,[COUCH],,,Object,[INTERACTHUMPING],Humping,,,Yes,,UrgeDisabled,30,40,2,2
HumpingObjectCushion,<b>hump</b> [ITS/YOUR/THEIR] <b>cushion</b>,Humping,2,9,Humping,,,[COUCH],,,Object,[INTERACTHUMPING],Humping,,,Yes,,UrgeDisabled,30,40,1,1
HumpingObjectFootrest,<b>hump</b> [ITS/YOUR/THEIR] <b>footrest</b>,Humping,2,10,Humping,,,[CHAIR],,,Object,[INTERACTHUMPING],Humping,,,Yes,,UrgeDisabled,30,40,1,1
HumpingObjectPlushie,<b>hump</b> [ITS/YOUR/THEIR] <b>plushie</b>,Humping,2,11,Humping,,,[HAND],,,Object,[INTERACTHUMPING],Humping,,,Yes,,UrgeDisabled,30,40,3,3
HumpingObjectAir,<b>hump the air</b>,Humping,2,12,Humping,,,[HAND],,,Object,[INTERACTHUMPING],Humping,,,Yes,Yes,UrgeDisabled,15,40,-1,-1
HumpingObjectBalloon,<b>hump [ITS/YOUR/THEIR] balloon</b>,Humping,2,13,Humping,,,[HAND],,,Object,[INTERACTHUMPING],Humping,,,Yes,,UrgeDisabled,15,40,1,1
HumpingObjectInflatable,<b>hump [ITS/YOUR/THEIR] inflatable</b>,Humping,2,14,Humping,,,[HAND],,,Object,[INTERACTHUMPING],Humping,,,Yes,,UrgeDisabled,15,40,2,2
HumpingObjectRug,<b>hump [ITS/YOUR/THEIR] rug</b>,Humping,2,15,Humping,,,[HAND],,,Object,[INTERACTHUMPING],Humping,,,Yes,,UrgeDisabled,30,40,1,1
FootwearSpeedDefault,,Footwear,1,0,Footwear,,,,,,Speed,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,Yes,,,80,-1,-1
FootwearSpeedFast,<b>quickly</b>,Footwear,1,1,Footwear,,,,,,Speed,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,Yes,,,80,-1,3
FootwearSpeedSlow,<b>slowly</b>,Footwear,1,2,Footwear,,,,,,Speed,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,Yes,,,80,-1,0
FootwearVariantDefault,<b>worship</b>,Footwear,2,0,Footwear,,,,,M,Variant,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,-1,-1
FootwearVariantGeneric,<b>worship</b>,Footwear,2,1,Footwear,,,,,,Variant,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,-1,1
FootwearVariantSniff,<b>sniff</b>,Footwear,2,2,Footwear,,,,,,Variant,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,-1,1
FootwearVariantKiss,<b>kiss</b>,Footwear,2,3,Footwear,MouthBusy,,,,,Variant,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,-1,1
FootwearVariantLick,<b>lick</b>,Footwear,2,4,Footwear,MouthBusy,,,,,Variant,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,-1,1
FootwearVariantSuck,<b>suck</b>,Footwear,2,5,Footwear,MouthBusy,,,,,Variant,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,-1,1
FootwearVariantClean,<b>clean</b>,Footwear,2,6,Footwear,,,,,,Variant,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,UrgeDisabled,60,80,-1,-1
FootwearVariantPolish,<b>polish</b>,Footwear,2,7,Footwear,,,,,,Variant,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,UrgeDisabled,60,80,-1,-1
FootwearVariantShine,<b>shine</b>,Footwear,2,8,Footwear,,,,,,Variant,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,UrgeDisabled,60,80,-1,-1
FootwearVariantRubAgainst,<b>rub</b> [ITSELF/YOURSELF/THEMSELF] against,Footwear,2,9,Footwear,,,,,,Variant,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,1,1
FootwearVariantFuckTheShoe,<b>fuck</b>,Footwear,2,10,Footwear,,,,,,Variant,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,3,3
FootwearVariantFuckYourself,<b>fuck [ITSELF/YOURSELF/THEMSELF]</b> with,Footwear,2,11,Footwear,,,,,,Variant,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,2,3
FootwearLocationDefault,[ITS/YOUR/DOMNAME] <b>[FOOTWEAR]</b>,Footwear,3,0,Footwear,,,,,M,Location,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,-1,-1
FootwearLocationGeneric,[ITS/YOUR/DOMNAME] <b>[FOOTWEAR]</b>,Footwear,3,1,Footwear,,,,,,Location,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,2,2
FootwearLocationHeel,the <b>heel</b> of [ITS/YOUR/DOMNAME] <b>[FOOTWEAR]</b>,Footwear,3,2,Footwear,,,,,,Location,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,1,1
FootwearLocationToe,the <b>toe</b> of [ITS/YOUR/DOMNAME] <b>[FOOTWEAR]</b>,Footwear,3,3,Footwear,,,,,,Location,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,1,1
FootwearLocationSole,the <b>sole</b> of [ITS/YOUR/DOMNAME] <b>[FOOTWEAR]</b>,Footwear,3,4,Footwear,,,,,,Location,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,1,1
FootwearLocationVamp,the <b>vamp</b> of [ITS/YOUR/DOMNAME] <b>[FOOTWEAR]</b>,Footwear,3,5,Footwear,,,,,,Location,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,1,1
FootwearLocationThroat,the <b>throat</b> of [ITS/YOUR/DOMNAME] <b>[FOOTWEAR]</b>,Footwear,3,6,Footwear,,,,,,Location,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,1,1
FootwearLocationTongue,the <b>tongue</b> of [ITS/YOUR/DOMNAME] <b>[FOOTWEAR]</b>,Footwear,3,7,Footwear,,,,,,Location,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,1,1
FootwearLocationShank,the <b>shank</b> of [ITS/YOUR/DOMNAME] <b>[FOOTWEAR]</b>,Footwear,3,8,Footwear,,,,,,Location,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,1,1
FootwearLocationCounter,the <b>counter</b> of [ITS/YOUR/DOMNAME] <b>[FOOTWEAR]</b>,Footwear,3,9,Footwear,,,,,,Location,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,1,1
FootwearLocationPitch,the <b>pitch</b> of [ITS/YOUR/DOMNAME] <b>[FOOTWEAR]</b>,Footwear,3,10,Footwear,,,,,,Location,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,1,1
FootwearLocationHeelBreast,the <b>heel breast</b> of [ITS/YOUR/DOMNAME] <b>[FOOTWEAR]</b>,Footwear,3,11,Footwear,,,,,,Location,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,1,1
FootwearLocationHeelCap,the <b>heel cap</b> of [ITS/YOUR/DOMNAME] <b>[FOOTWEAR]</b>,Footwear,3,12,Footwear,,,,,,Location,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,1,1
FootwearLocationInsole,the <b>insole</b> of [ITS/YOUR/DOMNAME] <b>[FOOTWEAR]</b>,Footwear,3,13,Footwear,,,,,,Location,[INTERACTFOOTWEAR],Footwear,[FOOTWEAR],,Yes,,,,80,1,1
CaressSpeedDefault,,Caress,1,0,Caress,,,,,,Speed,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,-1
CaressSpeedFast,<b>quickly</b>,Caress,1,1,Caress,,,,,,Speed,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,3
CaressSpeedSlow,<b>slowly</b>,Caress,1,2,Caress,,,,,,Speed,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,0
CaressVariantDefault,<b>caress</b>,Caress,2,0,Caress,,,,,M,Variant,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,-1
CaressVariantGeneric,<b>caress</b>,Caress,2,1,Caress,,,,,,Variant,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,2
CaressVariantRunFingers,<b>run</b> [ITS/YOUR/THEIR] <b>fingers</b> over,Caress,2,2,Caress,,,,,,Variant,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,2
CaressVariantRunNails,<b>run</b> [ITS/YOUR/THEIR] <b>nails</b> over,Caress,2,3,Caress,,,,,,Variant,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,1
CaressVariantTrace,<b>trace</b> [ITS/YOUR/THEIR] fingers in <b>circles</b> around,Caress,2,4,Caress,,,,,,Variant,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,2
CaressVariantStroke,<b>stroke</b> [ITS/YOUR/THEIR] fingers <b>up and down</b> on,Caress,2,5,Caress,,,,,,Variant,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,2
CaressVariantTickle,<b>tickle</b>,Caress,2,6,Caress,,Tickle,,,,Variant,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,2
CaressLocationDefault,<b>[ITSELF/YOURSELF/SUBNAME]</b>,Caress,3,0,Caress,,,,,M,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,-1
CaressLocationGeneric,<b>[ITSELF/YOURSELF/SUBNAME]</b>,Caress,3,1,Caress,,,,,,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,2
CaressLocationOuterThigh,[ITS/YOUR/SUBNAME] <b>outer thighs</b>,Caress,3,2,Caress,,"ThighsRight, ThighsLeft",,,,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,1
CaressLocationInnerThigh,[ITS/YOUR/SUBNAME] <b>inner thighs</b>,Caress,3,3,Caress,,"ThighsRight, ThighsLeft",,,,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,2
CaressLocationThighs,[ITS/YOUR/SUBNAME] <b>thighs</b>,Caress,3,4,Caress,,"ThighsRight, ThighsLeft",,,,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,2
CaressLocationCrotch,[ITS/YOUR/SUBNAME] <b>crotch</b>,Caress,3,5,Caress,,Tickle,,,,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,3
CaressLocationLips,[ITS/YOUR/SUBNAME] <b>lips</b>,Caress,3,6,Caress,MouthBusy,"Mouth, Tickle",,,,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,1
CaressLocationNeck,[ITS/YOUR/SUBNAME] <b>neck</b>,Caress,3,7,Caress,,,,,,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,1
CaressLocationEars,[ITS/YOUR/SUBNAME] <b>ears</b>,Caress,3,8,Caress,,Tickle,,,,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,1
CaressLocationButt,[ITS/YOUR/SUBNAME] <b>butt</b>,Caress,3,9,Caress,,"AsscheekRight, AsscheekLeft, Tickle",,,,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,2
CaressLocationChest,[ITS/YOUR/SUBNAME] <b>chest</b>,Caress,3,10,Caress,,Chest,,,,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,1
CaressLocationBreasts,[ITS/YOUR/SUBNAME] <b>breasts</b>,Caress,3,11,Caress,BreastsBusy,"BreastsRight, BreastsLeft, Tickle",,,,Location,[INTERACTCARESS],Caress,,,,,,20,0,-1,2
CaressLocationNipples,[ITS/YOUR/SUBNAME] <b>nipples</b>,Caress,3,12,Caress,NipplesBusy,"NipplesRight, NipplesLeft, Tickle",,,,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,2
CaressLocationAbdomen,[ITS/YOUR/SUBNAME] <b>abdomen</b>,Caress,3,13,Caress,,Abdomen,,,,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,1
CaressLocationRibs,[ITS/YOUR/SUBNAME] <b>ribs</b>,Caress,3,14,Caress,,Abdomen,,,,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,1
CaressLocationArmpits,[ITS/YOUR/SUBNAME] <b>armpits</b>,Caress,3,15,Caress,,Abdomen,,,,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,1
CaressLocationSides,[ITS/YOUR/SUBNAME] <b>sides</b>,Caress,3,16,Caress,,Abdomen,,,,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,1
CaressLocationSoles,[ITS/YOUR/SUBNAME] <b>soles</b>,Caress,3,17,Caress,FeetBusy,"FeetRight, FeetLeft",,,,Location,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,1
CaressPressureDefault,,Caress,4,0,Caress,,,,,,Pressure,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,-1
CaressPressureLight,<b>lightly</b>,Caress,4,1,Caress,,,,,,Pressure,[INTERACTCARESS],Caress,,,,Yes,,20,0,-1,0
